class,采集时间,纵向变位平均值,纵向变位标准差,横向变位平均值,横向变位标准差
215,2021-05-05 11:50:00.000,-16.650610294647013,5.884501216963954,-8.568708097757103,8.2214537507892
216,2021-05-05 12:00:00.000,-8.454585692426624,3.2244985155241763,-14.894290597141552,3.03594238253753
217,2021-05-05 12:10:00.000,-13.507887776632185,4.815892143699417,-12.44648322343508,3.154043245381782
218,2021-05-05 12:20:00.000,-16.74508998784995,6.908689091385123,-14.154688559428754,5.538001468996401
219,2021-05-05 12:30:00.000,-25.761798829272145,4.789072891121447,-15.0523298672412,4.895023730299123
220,2021-05-05 12:40:00.000,-23.106217043883227,4.901416711294174,-15.41896052312268,7.574947248033882
221,2021-05-05 12:50:00.000,-21.588033952816033,9.81032489194355,-17.832978113924757,5.5922542473048065
222,2021-05-05 13:00:00.000,-23.148951602202953,5.983262056451958,-18.08479547142482,5.970683832518312
223,2021-05-05 13:10:00.000,-24.550017630061827,4.6048968749357675,-14.722340261270821,5.344046774602155
224,2021-05-05 13:20:00.000,-24.64984275281283,5.632310164163367,-16.7019083243734,3.968656084831478
225,2021-05-05 13:30:00.000,-33.544272622409615,9.403076521694379,-28.52128945770035,8.714949143774392
226,2021-05-05 13:40:00.000,-47.958958388904996,5.193419269016599,-37.329039000716506,5.512528745738617
227,2021-05-05 13:50:00.000,-39.97656780460503,6.750523184004416,-29.705881211247753,3.0407896591735595
228,2021-05-05 14:00:00.000,-36.04154699230582,3.1805074419054375,-30.770868647019032,2.639670206194865
229,2021-05-05 14:10:00.000,-30.386162343359512,10.386012473400378,-26.44359437606198,3.8362438661447777
230,2021-05-05 14:20:00.000,-32.13756686717557,4.953294584161805,-22.89310346356301,6.2483575156260125
231,2021-05-05 14:30:00.000,-31.63978989430448,4.673204203864504,-24.90682687591356,5.235195190566336
232,2021-05-05 14:40:00.000,-31.808799890462176,4.833431532003569,-22.305294116282536,4.204519223602972
233,2021-05-05 14:50:00.000,-30.95066530290101,4.028666058923279,-20.117008780577766,2.6336527183963874
234,2021-05-05 15:00:00.000,-27.964242338620288,2.690351975995615,-25.892488346883134,1.945222745012409
235,2021-05-05 15:10:00.000,-34.22067863176307,4.637043375656558,-30.665587301144534,3.4326021161536735
236,2021-05-05 15:20:00.000,-39.37518068628926,3.847776961328553,-34.81818599244048,2.412302943768607
237,2021-05-05 15:30:00.000,-46.280458912786415,4.095034876271705,-35.47410143882966,2.4734326271893496
238,2021-05-05 15:40:00.000,-43.86141016462323,2.987882221754586,-32.47018836053473,2.3524611963242856
